clean_cooktop_name,brand,cooktop_type,cooktop_reviews,cooktop_price
DOUBLE Electric Cooker Spiral Coil Hotplate  This Single Burner is Small and Compact Perfect for Travel. Can Be Used for Cooking Outdoors or in the Office. Can Be Used for Cooking Outdoors or in the,Unknown,electric,0,1700
"Starlux 4 In 1 Table Top Gas Burner, Manual Ignition  free 13kg regulator  1.5 m pipe  2 hose clamps",Starlux,gas,0,4500
"Nunix Table Top Double Burner Gas Stove Cooker  Pipe  Regulator
Stainless steel body for durability  easy cleaning.
Efficient burner for economic gas consumption.
Auto ignition for easy usage.",nunix,gas,5,2740
High-quality stainless steel with high corrosion resistance Electric Cooker  Single Spiral Coil Hotplate,Unknown,electric,0,1740
Modern Spiral Electric Hotplate -Cooker  Burner,Unknown,electric,0,1535
AILYONS Glass Top Infrared Double Burner Gas stove Super Infrared Heater Saving Gas cooker,ailyons,gas,0,3150
"Hot Plate Solid Double Electric Cooker  White, This double electric hotplate distributes  heat fully.",Unknown,electric,0,2599
Ramtoms Heavy stainless Steel HomeKitchen Table top auto ignition Double burner for Gas Cooker,ramtoms,gas,0,6027
Gas Burner  It has a stainless steel body which is easy to clean doesnt rust,Unknown,gas,8,592
SHOP AT DISCOUNTED PRICE WITH AN OFFEREurochef Table Top Stainless Steel two Burner Gas Cooker Plus 6kg Regulator And 1meter Pipe.Auto ignition Stainless steel for easy cleaning 100 quality,eurochef,gas,0,2605
SK-07001  Sokany single Hot plate electric stove 1500W sokany electric cooktop,sokany,electric,0,2900
Nunix Auto Ignition Table Top Stainless Steel 2 Burner Gas Cooker,nunix,gas,6,2370
Nunix Table Top Stainless Steel 2 Burner Gas Cooker PLUS free regulator and pipe,nunix,gas,0,2699
Nunix Glass Table Top Double Burner Gas  cooker Stove  Pipe  Regulator,nunix,gas,26,5638
Nunix Two Burner Tabletop Gas Cooker Stainless Steel - Black,nunix,gas,0,2299
"Eurochef Energy Efficient Two Gas Burners,Gas Table Top Cooker",eurochef,gas,0,2590
Nunix  Gas Stove Table Top Stainless Steel Double Burner-SS001 1 Year Warranty,nunix,gas,70,2899
AILYONS burner AILYONS GS014-1GS005A-1 Glass Top Infrared Double Burner Gas stove Super Infrared Heater Saving Gas cooker 2300W Double Cooking Plate Stove Gas Ring Hot Plate Cooker,ailyons,gas,0,3399
"SHARE THIS PRODUCT


Eurochef Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe",eurochef,gas,0,2475
Nunix SS Model Two Burners Table Top Gas Cooker Stainless Steel,nunix,gas,13,2399
Ampia Gas Warmer-Chick Brooder Gas WarmerHeater,ampia,gas,1,6499
Modern Double Spiral Electric Hotplate -Cookerburner,Unknown,electric,2,2499
"4 Gas high quality, energy-efficient Volsmart full gas table top cooker",Unknown,gas,0,4045
kitchen Rashnik Glass Table Top Double Burner Gas Stove,rashnik,gas,0,3333
"Ohms SS Gas Stove 2 Glasstop Burner Ogs-B2gb Ohms 2 burner OGS-B2GB is a counter top model with 2 burners. it has Black Toughened Glass top, strong Pan Supports, Stainless Steel Drip Trays and Matt",ohms,gas,0,3099
Rashnik double electric hot plate cooker 200W,rashnik,electric,1,2635
Nunix Table Top Gas Cooker FREE Pipe  13kg Regulator  Tightener,nunix,gas,16,2899
LT04-01 4 Burner Table Top Gas Cooker Stove Silver,Unknown,gas,3,4195
Nunix Two Burner Cooker  6KG REGULATOR  GAS PIPE CLIP,nunix,gas,20,2547
Nunix 4 Gas Table Top COOKER BURNER Stove Portable 1PC FREE tightening gass cooker burner Auto ignition Easy to clean stainless steel Affordable 4 gas burner,nunix,gas,3,4899
Nunix 2 Burner Stainless Steel Gass Cooker Ss-001,nunix,gas,0,2799
AILYONS Stainless Steel Gas Stove With Two Burner-Auto Ignition,ailyons,gas,0,2399
DOUBLE BURNER. Nunix Table Top Double Burner Gas Stove Cooker  FREE Pipe  6kg Regulator - recommended,nunix,gas,0,2888
VELTON 2 Burner Gas Stove Gas Cooker,velton,gas,24,2755
COOKTOPS. ELECTRIC DOUBLE BURNER. Hot Plate Portable Stove Range Heater Counter-Top CookingElectric Stove SPIRAL BURNER COOKER DOUBLE - SPIRAL COIL BURNER,Unknown,electric,0,2150
1000W Electric Single HOTPLATE Burner Cooker,Unknown,electric,0,1299
Eurochef QUALITY Table Top Glass Top Two Burner Gas Cooker,eurochef,gas,0,2999
icook Two Burner Gas Cooker Auto Ignition Glass Top Table Cooker Low Gas Consumption,Unknown,gas,0,3299
Jiko koa,jiko koa,Unknown,4,4159
Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,Unknown,gas,18,2390
CLEARANCE OFFER Nunix Tampered Glass Table Top 2-Burner Gas Stove  Cooker,nunix,gas,0,3799
Original High Quality Eurochef Eurochef Single plate electric cooker Electric Cooker Spiral Coil Hotplate,eurochef,electric,1,1599
Nunix Glass Table Top Double Burner Gas Stove  Pipe  6kg Regulator  Tighten,nunix,gas,3,3398
Sk-07047 Sokany Portable Induction Cooktop Countertop Burner with Multi-Function 2200W Electric Stove with glass ceramic and touch control,sokany,electric,0,4000
Nunix 3 Gas Burners LTS-02  1 Electric Standing Gas Cooker With Storage Shelf  LTS-02,nunix,gas,0,15000
Table Top Stainless Steel 2 Burner Gas A Reliable and Durable Home Gas Cooking Stove,Unknown,gas,0,2334
"Jx Hot Plate, 2000W Portable Electric Double Coil Burner with Dual Control  5 Level Temperature Control, Easy to Clean, Lightweight Stainless Steel Countertop Stove for Kitchen Dorm Camping",jx,electric,0,1795
GREAT DEALSokany Original Double Auto Ignition Electrical Induction Cooker. Stainless Steel Auto Ignition with piezo Whirlwind burner for more durability and efficiency Exquisite finish Stai,sokany,electric,0,5499
Nunix Table Top Double Burner Gas Stove Cooker  Pipe  Regulator Cooktops,nunix,gas,19,2799
"AILYONS GS014-5, 2 Burner Glass Top Gas Cooker  Infrared Double Burner, 1YR WRTY",ailyons,gas,0,2999
AILYONS Infrared 2 Burner Glass Top Gas Cooker - Infrared Double Burner  Free 6KG Regulator and Pipe,ailyons,gas,0,3345
Nunix Two Burner Gas Cooker 13kg Regulator  Gas Pipe,nunix,gas,0,3599
Electric Cooker double Spiral Coil Hotplate,Unknown,electric,0,1750
Nunix Auto Ignition Stainless Steel 2 Burner Gas Cooker  with gas regulator elivery pipe.,nunix,gas,0,2799
Improved Clean Jiko Jikokoa Stove,jikokoa,Unknown,14,4326
AILYONS Gas Efficient 2 Burner - Glass Top Gas Stove Double Burner With Gas Pipe and Regulator,ailyons,gas,0,3499
Nunix Table Top Double Burner Gas Stove Cooker  FREE Pipe  6kg Regulator - recommended,nunix,gas,0,2599
"HOT DEALSAmaze Stainless Steel 2 Burner Table Top Gas Stove.2 gas burner copper colored
Stainless steel  surface Auto Ignition Safe reliable and easy to installmaintain and clean Body Stainless",amaze,gas,0,6490
BEST PRICE AND SAVE MORENunix Stainless Steel Double Burners Free 1 metre pipe  13kg Regulator Tightener -Black.Stainless steel body for durability  easy cleaning. Efficient burner for econo,nunix,Unknown,0,3238
GREAT DEALNunix 2 Burner Infra-red Glass Tampered Table Top BurnerGlass top double swirl burner saving 20 gas  Auto ignition system  durable stainless steel body Brass fire cover against high,nunix,gas,0,3680
Nunix KZ-560-3G1E Free Standing 3 Gas Cooker1 Hotplate With Electric Oven Cooker,nunix,gas,0,50000
"Price drop July offers 

Rashnik 2 burner 
Tuangukenarashnik2burnerBURNER GAS STOVE Powerful and heats up food quickly and evenly. This camping burner features a control knob to convenient",rashnik,gas,0,2525
Nunix 2 Gas Cooker Double Burner Gas stove gas cooker stove gas cooker cooking gas cooker burner gas cooker stainless Black,nunix,gas,0,2199
Modern Double Spiral Coil Electric Hotplate -Cooker,Unknown,electric,0,1799
Nunix Two Burner Tabletop Gas Cooker Stainless Steel 6Kg Regulator  2M Gas Pipe  Tightener SC001,nunix,gas,14,2849
Premier 4 burner full gas table top gas cooker with Auto ignition durable and reliable 4 gas burner,premier,gas,0,7500
"AILYONS Stainless Steel Table Top Double Burner Gas Cooker, Energy Efficient",ailyons,gas,0,2399
Table Top 3 Gas Cooker Stainless Gas Three Burner,Unknown,gas,0,3399
Nunix Tampered Glass Table Top Cooker  free Hose Pipe amp 6 KGs Regulator,nunix,Unknown,27,3900
"Nunix SS Model Two Burners Table Top Gas Cooker Stainless Steel  FREE 6kg Regulator,1.5M Pipe,TIghtener SS001",nunix,gas,0,2400
Eurochef HTOO2B ELECTRIC COIL TABLE COOKER WITH 2000W BLUE,eurochef,electric,0,1999
Nunix Gas Stove Stainless Steel Double Burners SS-001,nunix,gas,0,2399
Nunix 3 Burner Auto Ignition Table Top Cooker Plus Free 6kg Regulator And Pipe,nunix,Unknown,0,3195
SC-002 Table Top Double Burner stainless steel  Gas Stove Cooker,sc,gas,0,2399
AILYONS Glass Top Table Cooker- 2 Burners,ailyons,Unknown,1,3399
AILYONS Stainless Steel Table Top Double Burner Gas Stove-Gas Cooker,ailyons,gas,0,2799
2 Burners Glass Table Top Double Burner Gas Stove Free 1M pipe  6kg Regulator Tightener -Black,Unknown,gas,0,3545
"NEW INSokany electric induction cooker.Its function is more powerful, lower energy consumption, the induction cooking is more effective than traditional gas, providing rapid heating and fa",sokany,gas,0,4690
"MAKE Your COOKING EXPERIENCE A BREEZEAILYONS GS013-2 Gas Cooker Stainless Steel Double Burner Black 1YR WRTY.Stainless Steel
Auto Ignition with piezo
Whirlwind burner for more durability and",ailyons,gas,0,2300
Jikokoa Medium Classic Jiko Koa Stove,jikokoa,Unknown,0,7440
AILYONS 2 Burner Table Top  Pipe  Regulator,ailyons,Unknown,0,2499
Electric Cooker  FREE IRON BOX,Unknown,electric,19,2000
Nunix Double Burners Free Pipe  6kg Regulator,nunix,Unknown,0,2799
"GREAT DEAL IPCONE Cooker 2 Burner - Glass Top And Gas Stove Double Burner Glass top double swirl burner saving 20 gas
Auto ignition system durable stainless steel body Brass fire cover against",ipcone,gas,0,3350
Nunix Table Top Double Burner Gas Stove Cooker  Pipe  6 kg Regulator,nunix,gas,0,2695
Ailyons 2 Burners Glass Table Top Double Burner Gas Stove Free 1M pipe  6kg Regulator Tightener -Black,ailyons,gas,0,3445
New Arrival Nunix Glass Table Top Triple Infrared Gas Burner Stove,nunix,gas,0,5877
Eurochef Durable Table Top Single Burner Gas Stove Gas Cookers,eurochef,gas,10,1699
UNBEATABLE OFFER PRICENunix 4 burner full gas table top cooker6 kg regulator  free 1 meter pipe.This gas-burner will help you cook your food perfectly every time. It provides even distribution,nunix,gas,0,4717
Table top Gemini stainless steel 2 burner gas stove cooktop with piezo Auto Ignition Anti-Skid Feet and Brass Burners,Unknown,gas,0,2500
"kitchen Rashnik 2 Burner Cook Top- Free 6kg Regulator, Pipe  Clips",rashnik,Unknown,0,2999
Nunix Glass Table Top Double Burner Gas Stove  Pipe  Regulator,nunix,gas,0,4495
Table top Gemini glass tampered 2 burner gas stove cooktop with piezo Auto Ignition Anti-Skid Feet and strong hard glass panel and steel finish,Unknown,gas,0,3200
"Sokany Single Portable Electric Stove Cooker Hot Plate,Portable single spiral hot plate
Powerful for faster heating
Spiral burner spreads heat
Chrome drip pans
Adjustable temperature control
Power rea",sokany,electric,0,2550
EUROCHEF B-001C  Table top Gas Stove cooker with One  Single Burner with Glasstop,eurochef,gas,3,1399
Hr Non Rusting Gas Burner.Strong and durable Non leak Strong regulating knob Does not change color due to burn,Unknown,gas,0,600
Generic Double Electric HotplateCooker,generic,electric,9,1699
"PROMOTION PROMOTION  .Starlux 4 In 1 Table Top Gas Burner, Manual Ignition  free 6kg regulator  1.5 m pipe  2 hose clamps",Starlux,gas,0,4400
HOT DEAL Single SOLID Hot Plate Electric Burner.Various heat operations High Quality Non-stick Coating  Power1000W Over heat Protection,Unknown,electric,0,1900
Von 2 Burner Gas Cooker with Gifts,von,gas,0,5599
"Eurochef 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER.FOUR BURNERS THREE GAS AND ONE ELECTRIC PLATE
AUTOMATIC IGNITION
PRODUCES UNIFORM FLAME
STRONG RACKS
EASY TO CLEAN
RUST PROOF",eurochef,gas,0,5225
"ENHANCED PERFORMANCE SHOP NOWEurochef 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER.FOUR BURNERS THREE GAS AND ONE ELECTRIC PLATE
AUTOMATIC IGNITION
PRODUCES UNIFORM FLAME
STRONG RACKS
EASY TO",eurochef,gas,0,5200
"Electric Double Spiral Coil 2-Burner, Table Top",Unknown,electric,0,1999
HIGH QUALITY NON RUSTING MEKO BURNER made of high quality aluminium,Unknown,Unknown,0,499
"Rashnik Double Electric Burner Hotplate.ideal for preparing and reheating meals. The two burner hot plate allows you to prepare two meals simultaneously, without soot stains.

Unlike other similar app",rashnik,electric,0,3400
"RESTOCKED NOW Sokany Electric Stove, Single Burner Cooktop,Portable, Adjustable Temperature Hot Plate, 1000 Watts, Stainless",sokany,electric,0,1900
Nunix Table Top Double Burner Gas Stove Cooker,nunix,gas,0,2399
"CLEARANCE SALE Mika MGS2101MGS2155 - Gas Stove,Single Burner - Stainless Steel",mika,gas,0,3999
ELEVATE YOUR KITCHEN EXPERIENCE Eurochef 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER.ONLY ON KILIMALLFOUR BURNERS THREE GAS AND ONE ELECTRIC PLATE AUTOMATIC IGNITION PRODUCES UNIFORM F,eurochef,gas,0,4900
"SHOP AT DISCOUNTED PRICE AILYONS LYNS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe.Auto ignition 
Stainless steel for easy cleaning
100 quality testing before package
E",ailyons,gas,0,2799
Meko gas cooker with Lighter Stainless steel cooker with lighter Outdoor cooker with lighter,Unknown,gas,0,1399
"Sokany Double Plate Energy Saving Induction Cooker 2400W.Stainless Steel
Auto Ignition with piezo
Whirlwind burner for more durability and efficiency
Exquisite finish
Stain-resistant
Honey combo Strai",sokany,Unknown,0,6880
"Ipcone glass 2 burner cooker - This stove is equipped with 2 burners, with independently adjustable flames that let you boil water on high while you simmer chili on low.",ipcone,Unknown,0,3199
"Hot saleAILYONS Stainless Steel Table Top Double Burner Gas Cooker, Energy Efficient",ailyons,gas,0,2045
"Eurochef G-002B 2 Burner Stainless Steel Table Top Gas Cooker, Black",eurochef,gas,0,4000
FESTIVE SEASON  SALE Rashnik Double Electric Burner Hotplate.This electric hot plate by Rashnik is ideal for preparing and reheating meals. The two burner hot plate allows you to prepare two m,rashnik,electric,0,3100
UNLEASH THE LATEST OFFER Sokany Quality Single Induction hob Portable Digital Cooktop Electric Hot Plate with Touch Control 2200W,sokany,electric,0,4485
"Ailyons 2 burner glass top cooker Enjoy a green life, energy-saving, and gas-saving High-standard configuration and safety upgrade, giving you more protection, strong firepower, can quickly",ailyons,gas,0,3095
CHRISTMAS OFFER Rashnik Double Electric Burner Hotplate.This electric hot plate by Rashnik is ideal for preparing and reheating meals. The two burner hot plate allows you to prepare two meals,rashnik,electric,0,2885
"Nunix SC-001, 2 Burner Table Top Cooker",nunix,Unknown,0,2399
RASHNIK Double Electric Cooker Spiral Coil Hotplate,rashnik,electric,0,1799
Nunix Stainless Steel Double Burners Cable  Regulator Tightener  Gas Cookers,nunix,gas,0,2789
EXPERIENCE QUALITY Eurochef B-002Q BOKO TABLE COOKER WAVES DESIGN DOUBLE 2 BURNER WITH GLASS-TOP,eurochef,Unknown,0,3140
"NEW HOT SALEAmaze 3 Gas Burner Automatic Ignition Table Top Stainless Steel FREE Gas Delivery Pipe  Gas Regulator  2Pc Gas Safety Clips.3 gas burner
Stainless steel  surface
Auto Ignition Safe",amaze,gas,0,4225
LIMITED OFFERAILYONS LYNS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,ailyons,gas,0,3000
"PROMOTION CHRISTMAS OFFER Sokany Electric Hob, Two Burners, 2500 Watt, SK-07002  Black.Sokany SK-07002 2500W Plate Heater with 2 Burners for wide coverage and even heat distribution. Powerful",sokany,electric,0,4799
"CLEARANCE  Sokany Single Portable Electric Stove Cooker Hot Plate,Portable single spiral hot plate
Powerful for faster heating
Spiral burner spreads heat
Adjustable temperature control
Power ready",sokany,electric,0,2400
Amaze 3 burner table top cookerAuto Ignition Safe reliable and easy to installmaintain and clean,amaze,Unknown,0,3400
"Eurochef 2 Burner Glass Table Top Gas Stove A sleek and energy-efficient double burner gas stove designed for saving gas, with a durable glass surface for modern kitchen use.",eurochef,gas,0,2199
ENJOY LUXIRIOUS COOKING  Amaze Single Table Top Gas Cooker High Quality Auto Ignition Cooktop Gas Stove Burner.This gasburner will help you cook your food perfectly every time.,amaze,gas,0,1900
"AILYONS GS014-4, 2 Burner Glass Top Gas Cooker  Infrared Double Burner, 1YR WRTY",ailyons,gas,0,4220
"SAVING 30 GAS SHOP NOWAILYONS Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe.2burner
Strong stainless steel 
Auto ignition system
New stylish design 
Temper glass s",ailyons,gas,0,2600
SHOP AT AN EXTRA SAVINGEurochef 3 GAS AND 1 ELECTRIC PLATE TABLE TOP GAS COOKER.EURO CHEF STAINLESS STEAL TABLE TOP GAS COOKER IS AN AFFORDABLE HOME APPLIANCE THAT PROVIDES YOU WITH ADEQUATE C,eurochef,gas,0,5600
"HOT DEALS WITH ADDED OFFERSEurochef 2 Burner GAS Glasstop FREE-LIGHTER1.5M PIPEREGULATORCLIPS.Easy to clean 6 mm thick toughened glass, scratch and stain resistant. Powder coated rust r",eurochef,gas,0,4299
"COOK PERFECTLY EVERY TIMEStrong Non-leak Meko Gas Burner.Strong and durable
Non leak
Strong regulating knob
Does not change color due to burn
Can be used on any type of cooking gas cylinder",Unknown,gas,0,888
AILYONS 2 Burner Glass Top Gas Cooker  Infrared Double Burner-Black -recommended,ailyons,gas,0,3599
"Ipcone Energy Efficient 2 Gas Burner, Gas Table Top Cooker.Ipcone home cooking gas stove Double Burner Gas Stove- Gas Cooker offers affordable, quality, energy-efficient home appliances. The br",ipcone,gas,0,2095
Eurochef Cooker Single Hotplate,eurochef,Unknown,0,1899
silver crest Infrared Induction Cooker Ceramic Cooker.Faster and more energy-efficient than traditional electric cooking. Intuitive LED display with five power levels for precise temperature control,silver crest,electric,0,5830
silver crest Single Plate Infrared Induction Cooker Ceramic Cooker,silver crest,Unknown,0,5999
Nunix 4 Burner Table Top Gas Cooker Stove Table Top Cooker Burner Stove Gas stove gas cookerstove gas cooker cooking gas cooker burner gas cooker stainless,nunix,gas,0,4700
Table Top Stainless Steel 2 Burner Gas Cooker Plus 6kg Regulator And Pipe,Unknown,gas,0,2300
Square Casserole Nonstick Deep Copper Pan,Unknown,Unknown,0,3695
"SHOP AT A DISCOUNTED PROMOTION PRICEAILYONS Two Double Burner Table Top Cooker With A Strong Glass Top.Glass top
Auto Ignition with Japanese piezo
Whirlwind burner for more durability and efficienc",ailyons,Unknown,0,3045
ELAVATE YOUR KITCHEN EXPERIENCE AILYONS 2 Burner Glass Top Gas Cooker  Infrared Double Burner-Black -recommended.Tempered glass surface  Very easy to clean 30 infrared heater  Saving 30 gas,ailyons,gas,0,3200
